Pitch,Intensity,HNR,Jitter(%),Jitter(Abs),RAP,PPQ5,DDP,Shimmer,Shimmer(dB),APQ3,APQ5,APQ11,DDA
238.0570218853622,39.57644712854014,-136.19710643762198,0.006846628710431172,2.87161793243552e-05,0.0018309355240053924,0.001623313401587715,0.005492806572016177,0.04642020693808853,0.46420584090185135,0.016108417060114365,0.028345592244412954,0.05012247138466657,0.048325251180343094
